loan_id,age,income,loan_amount,credit_score,default
1712,45,46150.188254003704,14727,405,0
1713,55,61251.82718205417,7337,570,1
1714,57,79006.90227782281,13178,592,0
1715,65,79407.2690117454,25140,300,0
1716,59,31580.00178766254,6864,536,0
1717,44,36102.00333264274,12537,567,0
1718,43,72273.78180100776,24677,530,0
1719,30,34125.784237435444,11158,434,0
1720,49,30161.883000624814,10244,478,1
1721,25,42707.088039514296,26633,536,0
1722,66,56303.40064211879,11868,579,0
1723,61,48464.04940083355,25783,661,1
1724,24,40241.545693916116,17782,737,0
1725,58,39886.81307413237,11631,517,1
1726,24,39314.94403380937,18285,492,0
1727,55,36807.35557011586,16752,635,0
1728,22,84224.49315914093,24624,662,0
1729,43,54462.66606778333,10388,495,0
1730,52,63301.38581607108,14367,691,0
1731,55,42663.83797821614,13577,721,0
1732,39,47210.64984220927,20687,771,0
1733,65,39296.69027944468,7992,849,0
1734,58,10224.37497621197,24571,426,0
1735,28,29329.860847282005,18151,567,0
1736,52,22840.71980029408,6807,566,0
1737,55,16253.24333072589,27297,549,0
1738,35,32069.615385528457,47990,461,1
1739,56,69874.33519072447,24368,327,0
1740,64,49333.457484434686,30787,579,0
1741,60,69358.4564348176,14720,442,0
1742,57,56164.73865351313,5632,578,0
1743,50,61738.38238572739,5094,437,0
1744,32,36486.54507043137,16160,389,1
1745,59,57859.26431289006,10142,602,0
1746,36,60930.71351111519,8493,589,0
1747,45,41350.2906164946,13568,657,0
1748,34,58393.1055592425,19704,849,0
1749,34,58492.81637862249,6317,609,0
1750,26,41756.71068304876,10972,642,0
1751,67,33158.473515935075,32223,392,0
1752,25,32238.075021525918,7774,359,0
1753,22,51297.58312882193,22660,818,0
1754,66,54905.14803183972,10758,417,1
1755,46,38112.11254313128,18962,397,0
1756,40,50398.78011989148,25682,558,0
1757,56,58558.05554207728,21114,550,0
1758,37,59272.860719979515,23157,420,0
1759,24,73278.20180183733,7455,516,0
1760,55,69154.71248297064,25913,761,0
1761,27,34980.62850865184,8787,436,0
1762,46,75253.79314307033,16200,342,0
1763,67,42035.35243166428,16188,715,1
1764,66,65673.09218681642,18340,643,0
1765,36,51019.79939076633,16904,465,0
1766,58,43817.75932314549,8830,311,0
1767,49,22884.547103376008,6685,445,1
1768,42,47426.53234675478,22693,556,0
1769,25,26609.251470415864,15556,751,0
1770,37,64509.488537641584,26427,399,0
1771,51,72751.88985708872,13703,551,1
1772,69,38046.33516054964,6484,673,0
1773,18,54529.56113778907,23894,300,0
1774,55,39119.12716988037,11456,730,0
1775,62,40572.72904794816,16951,375,1
1776,67,61617.42055798057,9837,618,0
1777,40,49421.92607234881,34696,604,0
1778,24,76094.72062896518,8672,738,0
1779,32,42766.512819456184,11666,653,0
1780,62,64990.04498711733,14900,300,0
1781,63,51461.20119436673,7702,439,0
1782,51,61936.670146163495,16845,587,0
1783,24,43292.6351400508,34083,533,0
1784,24,49256.61743672626,10724,641,0
1785,42,48267.516810515976,17454,691,0
1786,48,37459.1432773132,3096,662,0
1787,19,59931.22301872629,13747,530,1
1788,53,59753.73508367546,11823,300,0
1789,46,,8954,492,1
1790,18,73054.48480876467,25458,631,1
1791,22,71740.17201854454,11738,390,0
1792,41,44375.82965226297,12739,666,0
1793,55,55595.78477651267,11413,710,0
1794,60,40645.98966112681,4894,585,0
1795,40,50350.329741718335,7536,300,0
1796,33,41003.75826321703,23828,360,0
1797,68,74301.05463704077,4401,849,0
1798,41,55455.47225514444,9214,477,0
1799,34,46729.56307843367,11273,300,0
1800,41,,36644,762,0
1801,18,17440.76885306883,21434,567,0
1802,33,19788.461077020653,10338,741,1
1803,44,61937.57982829661,28781,609,0
1804,65,,9346,638,0
1805,56,53756.69450391141,24465,623,0
1806,58,30104.058450221768,6652,676,0
1807,46,49651.494337244505,25344,849,0
1808,23,80052.64115602014,11233,720,0
1809,38,62362.99429693794,7977,312,1
1810,69,52545.59817714218,12464,636,1
1811,20,43414.191348425935,16359,747,0
1812,63,44081.40722195909,10699,757,0
1813,53,18062.031661999736,19047,496,0
1814,32,53864.60631381741,10192,751,0
1815,58,62682.24662722781,19756,713,0
1816,61,26365.71009244077,17912,849,0
1817,20,40078.74661539776,13582,444,1
1818,23,32638.030516498668,11017,483,0
1819,52,35519.732077868546,15265,516,0
1820,69,50802.2244023285,19008,486,0
1821,19,18733.967675172884,43651,422,0
1822,52,59214.05657535596,23545,300,0
1823,25,61307.826049005234,24024,495,0
1824,51,46233.46117944631,76779,624,1
1825,50,12789.372350231875,18653,486,1
1826,22,35053.720609964155,18335,849,0
1827,53,68493.52901154045,20686,567,0
1828,64,8330.08578907141,8063,771,0
1829,62,44787.148817097215,11002,606,0
1830,19,32299.988322991114,10632,697,0
1831,30,62068.554523772546,20054,609,0
1832,30,39873.29071784808,12762,784,0
1833,41,,15154,573,0
1834,25,58481.906287536396,25543,644,0
1835,62,77543.3875959503,22578,623,0
1836,58,46955.870844869445,12849,518,0
1837,60,55640.66554433917,9716,629,0
1838,28,,26223,849,0
1839,18,67856.20344940617,21496,521,0
1840,65,38592.36727892953,5805,632,0
1841,33,41588.687538683815,11823,766,0
1842,52,49666.28307726184,15383,747,0
1843,65,26556.734819902256,21555,566,0
1844,19,53431.55043393407,23169,300,1
1845,18,64511.99409387516,16418,647,0
1846,18,54394.007352459375,19378,300,0
1847,26,26166.536537319123,14549,800,0
1848,20,48142.8605850551,9695,592,0
1849,60,61130.43354469236,12165,724,0
1850,49,21830.168510511383,14192,420,0
1851,68,33878.50979273429,13779,316,0
1852,59,63148.1540612228,4979,606,0
1853,68,54051.4315129593,11287,559,0
1854,30,56179.573731901306,14486,486,0
1855,32,77892.42211434967,12031,578,0
1856,62,57028.291677593035,12262,849,0
1857,30,59868.32015649769,18369,698,0
1858,20,90661.18290827489,7759,732,0
1859,52,46792.93162864264,5736,700,0
1860,59,38031.75854572257,11597,801,0
1861,68,56416.94597370699,21381,534,0
1862,66,56584.865440833426,35531,300,0
1863,24,42099.26912080688,21594,534,0
1864,58,34514.04470667729,6263,694,0
1865,61,84647.66633135117,12360,409,0
1866,54,54902.65205582034,16174,536,0
1867,60,39015.71927896886,15486,454,0
1868,61,63738.95453419398,18894,805,0
1869,41,48362.82272657998,8481,684,0
1870,20,46206.77830523253,14555,669,0
1871,41,58434.0930787174,17697,664,0
1872,28,30621.76597652465,22117,559,0
1873,23,55289.40805875759,9017,596,0
1874,24,78694.32211597628,11616,375,1
1875,54,56992.66493295966,3174,300,1
1876,44,44356.818443248034,9979,589,0
1877,46,42393.42079357637,10526,616,0
1878,56,43844.90039982336,8016,758,0
1879,46,46190.55982928329,15384,816,0
1880,50,44332.90200862592,13619,816,0
1881,22,63744.6716161185,4054,405,0
1882,62,24001.863451865254,15812,508,0
1883,41,62930.00075618201,8429,641,0
1884,26,44304.702122861585,18345,849,0
1885,60,55654.21678543058,326694,801,0
1886,56,33095.18134698704,14278,744,0
1887,20,69929.46600274154,12019,502,0
1888,28,68684.5244025781,-5257,423,1
1889,18,64393.857886251106,15042,691,0
1890,32,27278.67836309691,12206,388,0
1891,23,62436.81606599079,6033,526,0
1892,54,56072.82631453563,6233,546,0
1893,45,25920.931293011487,10187,819,0
1894,68,49635.539243437765,13981,508,0
1895,56,55468.01733549894,10051,300,1
1896,49,58341.12910734726,19809,645,0
1897,44,52658.92050423284,12045,453,0
1898,20,54368.4712527107,8261,571,0
1899,21,72104.17088379644,12053,551,0
1900,50,68390.5086486602,15902,521,0
1901,18,6994.175693258847,16792,691,0
1902,20,45238.42167743477,39463,319,0
1903,29,47530.23458684073,9722,482,0
1904,63,23718.521409095432,13488,674,0
1905,41,51412.74587348468,17754,466,1
1906,54,68731.3665861576,13865,307,0
1907,39,33701.48210614115,10664,671,1
1908,27,55046.01408034808,5990,744,0
1909,37,,10605,557,0
1910,22,39921.31964480485,7781,300,0
1911,58,72160.90451255052,5434,677,0
1912,27,41861.632698322624,9067,300,1
1913,37,56933.18733515937,7896,614,0
1914,68,21931.728259085194,19362,423,1
1915,48,77934.7634209232,19547,379,0
1916,41,59039.78669459748,8543,494,0
1917,46,47262.50236024607,12172,535,0
1918,58,58633.19764999842,5054,461,0
1919,31,28852.708565782847,10701,659,0
1920,51,67737.96112628985,17491,493,0
1921,63,45140.228367553544,22108,721,0
1922,47,46938.95727427348,9488,609,1
1923,41,42625.16577551774,25047,453,1
1924,25,41290.22895881623,6102,426,0
1925,30,60420.05917442613,7071,301,0
1926,67,,20750,611,0
1927,46,59776.2221210456,35211,508,1
1928,33,49868.07965771643,18424,300,0
1929,39,57697.997166157715,13736,479,1
1930,48,43717.26884112442,4199,420,1
1931,45,83445.97762114322,4618,817,0
1932,54,26481.043753542523,15081,300,0
1933,31,68914.05985344476,11534,334,1
1934,51,70518.61176081456,7645,742,0
1935,41,37217.61791051609,14560,782,0
1936,66,83439.1041583396,14963,445,1
1937,26,64932.354244179776,23610,463,0
1938,25,64567.08510234367,15141,663,0
1939,42,50420.33280538815,27601,300,0
1940,44,46741.60762671985,14107,300,0
1941,53,46858.86759440588,13181,520,0
1942,39,55857.95894479276,25219,812,0
1943,65,71017.79412550844,8200,495,0
1944,42,52719.713267921295,66035,581,0
1945,24,36328.34565294065,17264,746,0
1946,24,62366.405935774696,17317,849,0
1947,68,63817.261195921885,18747,472,0
1948,24,59819.89292671679,39436,562,0
1949,67,61182.48359787474,21718,849,0
1950,32,45936.07804763288,5809,321,0
1951,22,,30391,729,0
1952,33,36977.0985403883,11644,402,0
1953,49,25468.051273132132,14897,581,1
1954,40,53554.22917318925,6949,526,1
1955,58,48748.2682516011,18759,411,0
1956,49,43400.18443205437,9816,407,0
1957,38,5665.717634823952,14840,609,0
1958,51,31290.23795458747,12013,724,0
1959,68,66812.6097710475,40488,544,0
1960,39,40030.609999053035,41783,576,0
1961,25,55408.87516485262,14409,656,0
1962,39,29139.718550371155,14548,409,1
1963,61,,11437,683,0
1964,29,47839.58509917985,25804,696,0
1965,67,54350.605947253025,11720,849,0
1966,48,84886.69687822528,11140,504,0
1967,49,72746.60150884106,24058,491,0
1968,34,45401.51568069413,10446,688,0
1969,65,41101.69722694461,13756,696,0
1970,19,45116.82482720702,5886,479,0
1971,33,57648.47372714803,20688,500,0
1972,39,48421.637986236936,40842,651,0
1973,42,44071.33782494793,285113,432,0
1974,42,72007.71876063563,31382,499,0
1975,25,,8819,579,0
1976,29,84493.83639555979,15994,724,0
1977,22,51361.1384562826,8360,468,0
1978,47,76779.77591337092,12391,300,0
1979,36,55359.7913406594,21477,300,0
1980,47,64444.40859874172,14854,363,0
1981,48,39130.83422723413,6458,354,0
1982,54,,6814,540,0
1983,46,56895.58932522481,6571,374,1
1984,51,64828.29863697973,18404,452,0
1985,48,50603.84753000694,43702,441,0
1986,51,30704.09997374454,29713,494,1
1987,50,29596.124505660093,4950,776,0
1988,34,28592.953967206384,30687,670,0
1989,30,23485.668305909287,23506,567,0
1990,58,51642.280391706314,6003,491,0
1991,35,,11887,495,0
1992,46,49798.76319612787,25656,617,0
1993,28,16093.778639932214,19010,658,0
1994,40,47138.59309498177,6836,419,0
1995,45,47558.01505051089,19651,570,0
1996,50,81439.98125338159,4335,300,1
1997,45,28142.931306206654,12425,598,0
1998,36,44139.83596101207,26262,686,0
1999,68,75587.79020816846,14188,520,0
2000,44,56749.67512019822,10674,849,0
